Compound,Structure,Class,Aglycon,220_nm,221_nm,222_nm,223_nm,224_nm,225_nm,226_nm,227_nm,228_nm,229_nm,230_nm,231_nm,232_nm,233_nm,234_nm,235_nm,236_nm,237_nm,238_nm,239_nm,240_nm,241_nm,242_nm,243_nm,244_nm,245_nm,246_nm,247_nm,248_nm,249_nm,250_nm,251_nm,252_nm,253_nm,254_nm,255_nm,256_nm,257_nm,258_nm,259_nm,260_nm,261_nm,262_nm,263_nm,264_nm,265_nm,266_nm,267_nm,268_nm,269_nm,270_nm,271_nm,272_nm,273_nm,274_nm,275_nm,276_nm,277_nm,278_nm,279_nm,280_nm,281_nm,282_nm,283_nm,284_nm,285_nm,286_nm,287_nm,288_nm,289_nm,290_nm,291_nm,292_nm,293_nm,294_nm,295_nm,296_nm,297_nm,298_nm,299_nm,300_nm,301_nm,302_nm,303_nm,304_nm,305_nm,306_nm,307_nm,308_nm,309_nm,310_nm,311_nm,312_nm,313_nm,314_nm,315_nm,316_nm,317_nm,318_nm,319_nm,320_nm,321_nm,322_nm,323_nm,324_nm,325_nm,326_nm,327_nm,328_nm,329_nm,330_nm,331_nm,332_nm,333_nm,334_nm,335_nm,336_nm,337_nm,338_nm,339_nm,340_nm,341_nm,342_nm,343_nm,344_nm,345_nm,346_nm,347_nm,348_nm,349_nm,350_nm,351_nm,352_nm,353_nm,354_nm,355_nm,356_nm,357_nm,358_nm,359_nm,360_nm,361_nm,362_nm,363_nm,364_nm,365_nm,366_nm,367_nm,368_nm,369_nm,370_nm,371_nm,372_nm,373_nm,374_nm,375_nm,376_nm,377_nm,378_nm,379_nm,380_nm,381_nm,382_nm,383_nm,384_nm,385_nm,386_nm,387_nm,388_nm,389_nm,390_nm,391_nm,392_nm,393_nm,394_nm,395_nm,396_nm,397_nm,398_nm,399_nm,400_nm,401_nm,402_nm,403_nm,404_nm,405_nm,406_nm,407_nm,408_nm,409_nm,410_nm,411_nm,412_nm,413_nm,414_nm,415_nm,416_nm,417_nm,418_nm,419_nm,420_nm,421_nm,422_nm,423_nm,424_nm,425_nm,426_nm,427_nm,428_nm,429_nm,430_nm,431_nm,432_nm,433_nm,434_nm,435_nm,436_nm,437_nm,438_nm,439_nm,440_nm,441_nm,442_nm,443_nm,444_nm,445_nm,446_nm,447_nm,448_nm,449_nm,450_nm
FL89,O=C1C=C(C2=C(C)C=C(C)C=C2C)OC3=C1C=CC=C3,flavone,aglycon,26274,26112,25972,25981,26128,26275,26581,26904,27203,27488,27652,27561,27289,26725,26079,25161,24244,23137,22025,20598,19042,17527,16017,14536,13245,12318,11921,11616,11450,11284,11224,11193,11162,11124,11083,10976,10789,10559,10257,9954.2,9609.7,9262.2,8894.8,8497.8,8135.9,7789.8,7451.4,7144.6,6962.8,6897.7,6891,6968.4,7065.8,7195.9,7326,7445.2,7563.6,7680,7783.9,7887.7,7991.5,8081.6,8168.2,8254.9,8341.5,8429.1,8516.8,8604.5,8692.3,8780,8878.4,8981.9,9085.5,9189,9292.6,9419.1,9548.8,9678.5,9808.2,9973.2,10138,10303,10452,10576,10699,10786,10837,10860,10797,10734,10634,10519,10404,10161,9918.7,9626.7,9213.9,8752.9,8099.4,7446,6759.6,6003.2,5246.9,4656.6,4071.5,3521.3,2992.5,2492.4,2027.5,1671.7,1374.7,1351.5,1229.3,1122,923.87,752.27,618.16,499.32,412.85,336.72,280.3,236.3,205.06,167.85,148.94,124.57,113.96,105.51,95.239,81.418,83.225,78.942,64.271,63.163,56.252,54.141,59.153,54.126,54.384,53.913,43.388,44.664,44.452,52.258,43.343,46.016,39.288,43.312,31.618,40.336,34.64,48.977,42.963,33.942,35.035,34.306,39.941,44.649,32.818,33.927,30.585,25.71,40.138,30.707,30.661,34.063,29.765,22.9,27.335,28.96,33.592,29.75,31.208,21.427,17.372,27.472,31.967,26.287,18.451,29.006,30.373,26.105,30.312,29.902,22.445,27.411,26.743,21.579,18.223,24.283,26.819,26.697,28.489,23.128,22.733,22.597,24.176,27.047,23.295,20.288,27.791,29.021,22.673,28.748,27.138,25.163,19.331,25.103,29.887,30.16,28.095,33.532,29.249,27.487,23.037,23.219,21.64,24.222,26.029,22.931,22.642,25.741,22.931,22.642,25.741,25.741,25.741,25.741,25.741,25.741,25.741
FL90,O=C1C(C)=C(C2=C(C)C=C(C)C=C2C)OC3=C1C=CC=C3,flavone,aglycon,26557,27387,27853,28318,28646,28966,29113,29226,28739,28252,26434,24513,22690,20867,18982,17057,15294,13910,12526,11354,10330,9656.9,9165.2,8855.7,8546.2,8289.6,8059.1,7807.3,7544.6,7260.4,6914.9,6588.1,6296,6082.6,5919.1,5888.5,5880.3,5947.1,6013.9,6186.2,6366.4,6556.2,6766.7,6977.2,7193.8,7411.1,7616.3,7818.5,7996.3,8114.7,8086.3,7981.3,7754.3,7527.3,7285,7035.5,6786,6620.9,6468.4,6315.9,6200.6,6104.5,6052.6,6036.8,6021.1,6096.4,6189,6284.9,6489.6,6694.3,6938,7264.5,7576,7854.2,8132.3,8388.5,8644.7,8844,9005.4,9166.8,9267.9,9368.5,9442.8,9474.5,9478.5,9407.7,9336.9,9184.2,9007,8829.9,8469.2,8108.5,7489.9,6785.4,6080.9,5291.3,4416.6,3556.2,2776.9,2066.4,1505.5,1098.8,1049,990.71,937.75,884.2,839.75,781.15,737.88,693.47,656.8,624.89,596.41,567.75,539.98,512.55,480.63,452.95,435.43,422.86,409.1,388.18,373.74,356.04,352.77,331.36,319.18,314.57,312.79,307.93,302.45,291.88,280.58,275.56,272.44,268.88,262.61,252.24,242.43,239.64,225.69,234.22,222.28,205.09,191.54,188.23,176,176.38,155.33,154.26,140.62,127.27,118.73,106.17,98.175,86.454,73.413,75.075,70.231,61.707,49.901,43.182,42.556,42.841,38.65,34.274,25.495,27.966,20.977,14.939,11.402,6.941,7.5093,5.7477,5.0658,4.2702,14.172,11.331,7.1967,6.6711,7.6797,2.9632,9.1146,2.1961,8.4043,5.4493,1.1448,1.9877,1.9972,1.5994,3.6877,1.6704,5.0492,3.1195,4.1968,4.6657,4.9379,5.4067,4.3128,6.4438,8.4895,3.8857,6.7279,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404,1.9404
FL91,O=C1C=C(C2=CC=CC=C2)OC3=C1C=C(C4=CC=CC=C4)C=C3,flavone,aglycon,20388,19300,18276,17258,16239,15564,14971,14377,13940,13576,13241,13013,12786,12712,12655,12743,12878,13126,13559,13993,14460,14927,15394,15862,16377,17071,17765,18459,19153,19873,20638,21404,22169,22934,23700,24592,25607,26622,27636,28651,29665,30779,31925,33072,34370,35677,36984,38418,39852,41154,42457,43198,43547,43700,43485,43075,41729,40147,38565,36910,35256,33722,32276,30829,29483,28258,27033,26016,25043,24115,23583,23052,22627,22290,21952,21774,21649,21524,21514,21503,21493,21576,21659,21701,21742,21617,21350,21083,20702,20321,19940,19436,18932,18428,17859,17291,16722,16200,15671,15070,14468,13867,13266,12665,12083,11502,10920,10338,9756.7,9261.4,8871.6,8481.8,8092,7702.2,7312.4,6922.6,6532.8,6168.7,5914.1,5659.6,5405,5150.4,4895.8,4641.2,4452.8,4269.4,4085.9,3902.5,3719.1,3535.6,3385.5,3245.9,3106.3,2966.7,2827.2,2687.6,2541.5,2386.5,2231.5,2076.5,1923.8,1773.1,1622.4,1471.7,1347.8,1249.5,1151.2,1052.9,954.59,856.29,758,694.8,596.85,512.13,432.71,363.69,314.71,272.64,217.34,182.03,160.94,138.79,118.97,103.31,87.076,68.43,58.385,56.385,54.802,45.97,34.388,28.185,23.111,21.102,26.342,23.278,11.353,8.5481,3.2062,5.9281,2.2525,13.362,13.372,9.4369,1.4507,0.38239,0.41328,3.5708,1.8673,2.4562,10.807,10.631,10.548,0.43231,5.2836,3.5487,4.9559,6.2336,7.7241,8.2796,2.0396,5.03,5.0856,11.039,9.8443,3.9283,2.2803,1.2527,2.734,13.353,11.863,13.075,3.7802,2.0396,4.6227,12.029,18.066,11.724,14.427,17.047,18.945,7.7519,8.1593,16.964,19.454,21.26,15.038,11.011,14.159,14.89,18.649
FL92,O=C1C=C(C2=CC=CC=C2)OC3=C1C=CC=C3C4=CC=CC=C4,flavone,aglycon,39795,38947,38099,37251,36483,30500,28456,26412,24396,22813,21886,21086,20570,20100,19888,19677,19465,19301,19176,19050,18935,19037,19139,19283,19627,19972,20378,20816,21311,21833,22235,22637,22769,22900,22812,22725,22378,22032,21686,21244,20802,20360,19916,19392,18868,18344,17755,17138,16521,15967,15414,14861,14473,14096,13718,13381,13124,12918,12851,12784,12772,12884,13039,13283,13526,13799,14150,14500,14868,15261,15654,16046,16433,16821,17172,17480,17788,18060,18280,18499,18644,18789,18894,18792,18681,18570,18404,18238,18071,17905,17708,17510,17312,17114,16888,16597,16306,16015,15724,15440,15157,14875,14592,14307,13971,13635,13300,12964,12624,12250,11877,11504,11116,10681,10247,9812.3,9377.7,8923.6,8469.5,8015.4,7588.3,7216,6843.7,6471.4,6099.1,5791.1,5488.7,5186.3,4897.8,4694.2,4490.6,4287,4083.4,3912.4,3748,3583.5,3419.1,3269.5,3129.6,2989.8,2848.4,2699.9,2551.3,2413.8,2284.3,2154.7,2076.5,1923.8,1773.1,1622.4,1471.7,1347.8,1249.5,1151.2,1052.9,954.59,856.29,758,694.8,596.85,512.13,432.71,363.69,314.71,272.64,217.34,182.03,160.94,138.79,118.97,103.31,87.076,68.43,58.385,56.385,54.802,45.97,34.388,28.185,23.111,21.102,26.342,23.278,11.353,8.5481,3.2062,5.9281,2.2525,13.362,13.372,9.4369,1.4507,0.38239,0.41328,3.5708,1.8673,2.4562,10.807,10.631,10.548,0.43231,5.2836,3.5487,4.9559,6.2336,7.7241,8.2796,2.0396,5.03,5.0856,11.039,9.8443,3.9283,2.2803,1.2527,2.734,13.353,11.863,13.075,3.7802,2.0396,4.6227,12.029,18.066,11.724,14.427,17.047,18.945,7.7519,8.1593,16.964
FL93,C1=CC(=C(C=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O)O,flavone,glycoside,18442,17626,16882,16140,15458,14855,14384,14072,13930,13920,14046,14288,14595,14980,15404,15826,16211,16538,16785,16967,15119,15367,15615,15914,16288,16581,16845,17108,17409,17716,18021,18222,18423,18597,18729,18834,18796,18739,18612,18483,18340,18206,18131,18087,18192,18280,18349,18407,18461,18313,17885,17315,16702,15978,15169,14391,13660,13164,12723,12370,12111,11959,11815,11737,11668,11599,11546,11495,11444,11410,11376,11307,11156,11009,10864,10720,10576,10434,10302,10171,10088,10022,9961.5,9935.6,9909.7,9885.9,9912.7,9939.4,9969.3,10048,10127,10212,10330,10448,10594,10762,10931,11171,11423,11682,11980,12278,12575,12880,13192,13503,13815,14138,14485,14833,15180,15481,15776,16071,16367,16620,16867,17114,17361,17604,17848,18016,18139,18262,18365,18453,18529,18565,18600,18570,18539,18478,18384,18290,18122,17916,17671,17403,17134,16865,16534,16147,15759,15372,14985,14533,14061,13588,13099,12583,12068,11550,11030,10510,9989.6,9467.9,8941.1,8414.4,7887.6,7365.3,6852.6,6339.9,5884.9,5430.5,4976.1,4622.8,4279.5,3977.5,3718.4,3464.1,3224.4,2984.6,2764.4,2555.1,2347.1,2178.7,2010.3,1865.8,1727.2,1591.6,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07,114.32,102.93,95.56,88.194,80.896,73.667,66.437,63.545,60.653,59.207,59.207,59.207
FL94,O=C(C1=C(O)C(O)=C(OC2C(O)C(O)C(O)C(C(O)=O)O2)C=C1O3)C=C3C4=CC=C(O)C=C4,flavone,glycoside,23487,22774,22062,21349,20614,19868,19199,18594,18142,17749,17330,16858,16387,15902,15413,14737,13975,13119,12116,11121,10287,9605.7,9016.8,8536.4,8056,7742.3,7451.4,7197.1,6982.5,6852.2,6777.1,6828.4,6909.4,7056.4,7231.2,7430.5,7629.8,7938.8,8309.4,8680,9068.1,9483.6,9899,10314,10762,11226,11691,12238,12816,13395,13991,14621,15251,15895,16548,17178,17723,18267,18758,19169,19530,19776,19981,20112,20182,20253,20203,20154,20022,19889,19566,19210,18679,18084,17348,16600,15834,15142,14611,14192,13856,13612,13408,13327,13298,13317,13405,13518,13703,14008,14507,15019,15628,16237,16864,17523,18183,18836,19473,20110,20747,21392,22042,22691,23258,23737,24173,24582,24946,25211,25477,25698,25840,25982,26051,26100,26043,25986,25822,25641,25410,25035,24660,24285,23798,23267,22736,22205,21674,21072,20386,19701,19015,18330,17644,16974,16313,15651,14989,14327,13665,13003,12341,11678,11016,10353,9689.6,9026.7,8429.5,7835.9,7242.2,6722.9,6284.2,5845.6,5406.9,5051.1,4724.5,4397.9,4111.4,3834.9,3558.4,3374.7,3218.7,3062.7,2908.6,2758.8,2609.1,2459.3,2350.2,2244.5,2138.9,2050,1981.6,1913.3,1844.9,1777.2,1709.8,1642.5,1598.8,1578,1557.1,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07,114.32,102.93,95.56,88.194,80.896,73.667,66.437,63.545,60.653,59.207,59.207
FL95,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,flavone,glycoside,26023,24175,22319,20435,18690,17062,15602,14331,13211,12289,11494,10860,10409,10077,9867.6,9767.4,9735.3,9770.8,9846.1,9945.4,10063,10194,10328,10447,10544,10608,10624,10590,10528,10455,10385,10355,10381,10510,10754,11099,11604,12231,12948,13759,14625,15537,16492,17448,18420,19413,20378,21295,22178,23019,23737,24442,24969,25494,25948,26318,26587,26705,26780,26705,26412,25999,25493,24923,24295,23606,22902,22183,21427,20651,19874,19077,18278,17488,16759,16123,15544,15091,14721,14451,14282,14153,14086,14091,14163,14222,14290,14420,14558,14686,14803,14907,14989,15047,15062,15041,14979,14877,14729,14540,14297,14059,13751,13436,13081,12689,12297,11893,11444,11003,10555,10101,9657.8,9218.8,8780.1,8361.7,7949.4,7567.4,7194.2,6840.9,6511.5,6209.4,5922.7,5655.4,5413.6,5191.4,4981.4,4789.8,4604.1,4456,4303.9,4167.7,4052.6,3923.6,3812.1,3705.9,3613.6,3537.4,3456.8,3370.4,3281.2,3202.7,3109.9,3032.7,2955.7,2865.6,2801.1,2735.3,2652.4,2568.4,2521,2447.8,2364.7,2310.8,2236.9,2172.5,2100.6,2034.3,1954.7,1895.9,1840.7,1794.7,1726.1,1651.6,1593.1,1551.9,1495.3,1437.5,1374.4,1320.3,1274.7,1216.2,1164.1,1112.9,1071.7,1033,972.21,926.41,885.67,845.38,806.11,775.33,732.89,698.89,679.44,642.29,608.29,574.83,545.23,512.89,496.18,484.9,441.78,416.84,391.95,384.34,370.41,346.29,322.82,302.53,279.6,271.5,262.18,245.63,223,217.05,206.22,197.78,184.29,171.49,170.75,147.9,141.92,130.31,129.18,133.02,127.49,121.25,108.69,106.63,97.928,92.751,84.679,68.358,78.645,77.205,74.745,75.52,69.717,72.313,64.281
FL96,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,flavone,glycoside,20388,19728,19075,18376,17654,16889,16168,15489,14867,14308,13810,13388,13047,12793,12646,12614,12718,12922,13209,13518,13790,14037,14272,14559,14914,15322,15794,16289,16761,17198,17564,17840,18021,18093,18058,17956,17781,17536,17279,16989,16733,16545,16407,16346,16358,16429,16547,16640,16704,16654,16460,16056,15466,14757,13970,13184,12446,11794,11253,10811,10476,10237,10058,9926.5,9836.1,9776.8,9728.2,9693.1,9653,9612.6,9565.3,9518.6,9452.4,9418.3,9389.1,9385,9394.1,9437.7,9479.3,9540,9626.4,9711,9790.2,9891.2,10001,10119,10243,10379,10530,10711,10889,11091,11304,11536,11793,12076,12372,12690,13008,13347,13703,14080,14443,14816,15214,15586,15959,16301,16684,17018,17371,17698,18016,18302,18582,18827,19065,19268,19450,19611,19745,19846,19930,20000,19996,19983,19937,19859,19759,19611,19461,19248,19018,18747,18443,18110,17742,17398,16983,16498,16031,15529,14998,14445,13890,13324,12679,12094,11504,10912,10331,9742.9,9173.7,8623.2,8053.5,7521.2,7004.9,6529.5,6042.2,5571,5147.2,4726.7,4337.5,3972.4,3627.7,3296.4,2994.5,2716.6,2454.5,2217.2,2008.6,1809.9,1639.4,1484.8,1331.3,1206.6,1093.5,992.47,908.98,827.98,737.39,673.5,628.69,574.42,539.71,505.16,460.35,420.2,395.8,375.59,349.48,325.06,319.42,307.26,284.18,258.06,244.24,240.36,227.04,213.4,211.09,215.44,203.27,186.35,167.89,161.36,156.97,159.11,153.76,150.47,160.21,142.19,107.35,116.16,131.59,101.6,113.53,113.75,100.46,95.907,85.19,101.55,93.687,78.03,74.706,67.522,56.514,55.619,51.853,56.421,52.888
FL97,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)OC)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)OC,biflavone,aglycon,49236,48236,47236,46236,45236,44236,43281,42326,41378,40445,39513,38581,37510,36334,35186,34097,33009,31877,30651,29437,28386,27335,26387,25490,24618,24220,23822,23564,23446,23328,23374,23483,23703,24048,24393,24859,25428,26068,26883,27698,28554,29422,30596,31770,32843,33857,34649,35441,36174,36788,37289,37652,37856,37651,37440,37089,36737,35929,35086,33569,32101,30733,29452,28279,27270,26479,25740,25124,24835,24545,24327,24163,24048,24077,24106,24184,24361,24539,24717,24894,25176,25460,25745,26029,26313,26608,26932,27257,27582,27907,28231,28591,28969,29347,29725,30103,30481,30856,31229,31603,31976,32349,32629,32900,33170,33441,33568,33672,33777,33881,33951,34017,34049,33930,33810,33691,33541,33278,33015,32752,32452,32135,31819,31502,31151,30706,30262,29817,29325,28771,28218,27648,27059,26469,25879,25323,24805,24287,23769,23174,22495,21815,21136,20541,19966,19392,18817,18172,17371,16570,15719,14845,13971,13183,12490,11797,11129,10535,9940.3,9345.7,8814.5,8292.8,7771.1,7239.3,6703.6,6187,5824.2,5461.4,5098.6,4698.8,4273.4,3973.4,3722.1,3470.8,3207.4,2942.3,2697.8,2609.1,2459.3,2350.2,2244.5,2138.9,2050,1981.6,1913.3,1844.9,1777.2,1709.8,1642.5,1598.8,1578,1557.1,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07
FL98,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC=C(C=C6)O)O)O,biflavone,aglycon,46789,45789,44789,43789,42789,41798,41140,40418,39532,38568,37481,36322,35050,33726,32401,30853,29281,27882,26475,25018,23581,22183,20943,19773,18668,17775,17003,16321,15800,15458,15295,15217,15407,15753,16227,16886,17560,18315,19126,20169,21436,22851,24269,25648,27085,28783,30417,31983,33714,35605,37452,38836,39634,40191,40493,40769,40434,39895,39006,38060,36738,35317,33874,32525,31289,30385,29522,29014,28506,28182,27883,27676,27479,27424,27397,27479,27615,27751,27926,28217,28508,28799,29090,29434,29782,30130,30478,30915,31356,31796,32216,32619,33021,33502,34164,34791,35195,35599,36003,36408,36812,37250,37701,38152,38532,38807,39081,39360,39643,39926,40190,40367,40544,40666,40666,40666,40635,40543,40451,40316,40145,39915,39640,39355,39005,38654,38177,37668,37159,36644,36127,35559,34873,34188,33505,32826,32106,31201,30296,29450,28607,27765,26838,25873,24908,23927,22944,21966,20994,20009,18935,17860,16797,15744,14717,13698,12643,11584,10538,9650.3,8973.6,8296.9,7723.8,7150.6,6673.3,6265.2,5857.2,5454.5,5062,4669.6,4327.2,4013,3703.6,3425.6,3157.8,2921.9,2747.2,2609.1,2459.3,2350.2,2244.5,2138.9,2050,1981.6,1913.3,1844.9,1777.2,1709.8,1642.5,1598.8,1578,1557.1,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07
FL99,O=C1C=C(C2=CC=C(OC)C=C2)OC3=C(C4=CC(C5=CC(C6=C(O)C=C(OC)C=C6O5)=O)=CC=C4OC)C(O)=CC(O)=C13,biflavone,aglycon,49236,48236,47236,46236,45236,44889,44226,43563,42822,41987,41151,40113,39015,37917,36859,35819,34776,33717,32657,31714,30791,30148,29548,28947,28662,28378,28093,27904,27799,27694,27722,27906,28089,28306,28604,28902,29200,29832,30593,31361,32259,33157,34047,34925,35802,36523,37225,37927,38552,39147,39742,40113,40442,40651,40841,40786,40332,39878,39048,38181,37180,36101,35030,34115,33199,32626,32061,31526,31118,30710,30409,30148,29895,29799,29704,29617,29574,29531,29489,29568,29648,29776,29970,30163,30356,30644,31039,31433,31828,32142,32456,32769,33083,33394,33705,34016,34325,34627,34928,35230,35531,35838,36147,36457,36772,37092,37411,37730,37927,38104,38282,38401,38513,38626,38738,38610,38464,38319,38140,37873,37606,37339,37071,36702,36291,35880,35432,34872,34311,33761,33230,32698,32105,31267,30455,29835,29216,28538,27751,26964,26128,25257,24397,23575,22754,21861,20925,20029,19209,18347,17416,16484,15444,14390,13482,12632,11774,10903,10141,9504.8,8869.1,8243.1,7705,7166.9,6658.6,6249.9,5841.1,5432.4,5047.2,4702.2,4357.2,4025.3,3712.4,3399.5,3157.6,2929.3,2680.6,2609.1,2459.3,2350.2,2244.5,2138.9,2050,1981.6,1913.3,1844.9,1777.2,1709.8,1642.5,1598.8,1578,1557.1,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07
FL100,COC1=C(C2=C(C(=C1)O)C(=O)C=C(O2)C3=CC=C(C=C3)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O,biflavone,aglycon,46789,45789,44789,43789,42789,40301,39613,38830,37764,36595,35270,33863,32427,30929,29467,28079,26682,25246,23861,22704,21582,20475,19470,18468,17529,16695,15996,15426,15088,14837,14721,14714,14834,15032,15390,15817,16507,17241,18095,18949,20194,21496,22774,24052,25547,27137,28774,30414,32752,34933,36998,39206,40025,40628,40974,40977,40525,39930,39002,38043,37072,35925,34807,33860,33005,32376,31790,31406,31028,30746,30465,30183,30003,29909,29814,29723,29652,29581,29509,29568,29741,29914,30120,30349,30578,30840,31146,31451,31804,32192,32582,32980,33379,33782,34336,34890,35436,35879,36321,36764,37207,37605,37951,38296,38642,38988,39321,39653,39985,40290,40538,40787,41035,41245,41407,41568,41702,41650,41597,41544,41403,41226,41049,40841,40509,40177,39846,39379,38876,38373,37870,37210,36461,35712,34851,33913,32988,32085,31182,30272,29346,28421,27390,26241,25092,23983,22909,21835,20794,19771,18747,17735,16727,15693,14653,13613,12583,11554,10542,9811.1,9080,8440.4,7899.8,7359.3,6818.7,6342.4,5925.4,5508.4,5091.4,4738.3,4398.2,4058.2,3718.1,3422.3,3170.8,2919.2,2667.7,2609.1,2459.3,2350.2,2244.5,2138.9,2050,1981.6,1913.3,1844.9,1777.2,1709.8,1642.5,1598.8,1578,1557.1,1485.5,1379.5,1282.5,1206.6,1130.8,1054.9,999.8,948.32,896.84,845.37,802.18,763.46,724.73,686.01,653.52,622.3,591.09,559.88,531.36,503.44,475.51,448.87,423.24,397.61,371.98,349.11,327.21,305.32,283.46,265.16,246.86,228.57,210.29,194.42,178.54,163.6,150.86,138.13,126.07
FL101,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O,biflavone,aglycon,41830,40830,39830,38830,37780,36830,35830,34830,33428,32075,30721,29379,28152,26925,25931,25084,24238,23471,22875,22280,21684,21348,21034,20720,20557,20426,20295,20276,20411,20546,20712,21077,21443,21822,22519,23216,24075,25223,26372,28129,29893,31612,33321,34936,36435,37847,38881,39915,40338,40707,41076,40770,40464,39653,38675,37570,36386,35216,34144,33072,32608,32163,31878,31754,31629,31653,31888,32123,32359,32605,32853,33101,33350,33598,33828,34047,34267,34486,34706,34926,35012,35096,35180,35264,35349,35433,35623,35826,36029,36232,36434,36777,37167,37557,37946,38341,38778,39216,39653,40091,40528,41014,41527,42040,42553,43066,43640,44221,44801,45382,45989,46664,47339,48015,48692,49403,50115,50827,51523,52121,52719,53318,53815,54222,54630,54793,54947,55100,54950,54799,54649,54256,53859,53461,52991,52396,51802,51074,50138,49202,48287,47422,46558,45513,44294,43076,41867,40668,39469,38222,36877,35532,34165,32727,31289,29883,28570,27257,25944,24717,23495,22273,21052,19946,18947,17949,16951,15952,15040,14190,13340,12490,11827,11171,10514,9857.6,9228.1,8613.8,7999.4,7484.5,7001,6791.6,6247.2,5718.2,5238.7,4777,4314.6,3900.8,3536.7,3206.8,2905.9,2620.6,2360.8,2135.6,1942.5,1765.3,1584.8,1424.9,1302.1,1184.3,1096,984.35,898.77,817.36,750.5,695.68,639.02,608.71,566.52,513.05,468.64,424.03,403.49,388.36,378.79,364.09,336.01,298.91,303.5,270.49,253.64,263.72,241.98,216.33,223.42,216.3,183.96,156.93,151.51,169.28,160.52
